title,year,metascore,domestic_gross
Brand Upon the Brain!,(2006),79,"227,064"
High Heels and Low Lifes,(2001),39,"226,792"
Formosa Betrayed,(2009),52,"225,341"
Drawing Restraint 9,(2005),61,"225,041"
The Keeper: The Legend of Omar Khayyam,(2005),43,"224,512"
The Black Waters of Echo's Pond,(2009),31,"224,409"
Tucker and Dale vs Evil,(2010),65,"223,838"
Battle in Seattle,(2007),54,"223,537"
A Good Woman,(2004),53,"223,144"
Wassup Rockers,(2005),56,"221,415"
World's Greatest Dad,(I) (2009),69,"221,210"
Little Pink House,(2017),55,"220,948"
Fur: An Imaginary Portrait of Diane Arbus,(2006),50,"220,914"
Ira & Abby,(2006),62,"220,234"
Boy Culture,(2006),56,"220,151"
The Zero Theorem,(2013),50,"219,438"
All I See Is You,(2016),43,"217,644"
The Tomorrow Man,(2019),48,"217,035"
Happythankyoumoreplease,(2010),45,"215,576"
Night of the Living Dead 3D,(2006),32,"215,300"
The Killer Inside Me,(2010),53,"214,966"
Trade,(I) (2007),42,"214,202"
Love Liza,(2002),58,"211,724"
My Uncle Rafael,(2012),36,"210,156"
Starter for 10,(2006),69,"210,128"
Levity,(2003),45,"209,151"
Boys Life 3,(2000),44,"208,076"
Rob the Mob,(2014),63,"206,909"
Prince Avalanche,(2013),73,"204,951"
The Iron Orchard,(2018),43,"204,881"
Down and Derby,(2005),45,"204,481"
Touchback,(2011),56,"204,068"
10 Years,(2011),61,"203,373"
Keep the Change,(I) (2017),73,"202,788"
Tim and Eric's Billion Dollar Movie,(2012),40,"200,803"
Zama,(2017),89,"200,600"
The Burning Plain,(2008),45,"200,399"
Gemini,(II) (2017),71,"200,340"
The Château,(2001),54,"200,122"
Any Day Now,(I) (2012),60,"200,002"
Sherrybaby,(2006),66,"199,176"
White Girl,(2016),65,"198,493"
Autumn Lights,(2016),37,"197,000"
Fateless,(2005),87,"195,888"
I Want Someone to Eat Cheese With,(2006),60,"194,568"
Irene in Time,(2009),39,"194,316"
Hell Ride,(2008),25,"194,287"
Around the Bend,(2004),46,"193,571"
The Puffy Chair,(2005),73,"192,467"
November,(I) (2004),47,"192,186"
Intoxicating,(2003),38,"192,000"
Legendary,(2010),39,"191,875"
Spark: A Space Tail,(2016),22,"190,511"
Shrink,(2009),40,"189,332"
Lonely Hearts,(2006),60,"188,565"
Eros,(2004),51,"188,248"
Hellbent,(2004),45,"187,786"
Life: A User's Manual,(2001),68,"187,474"
Maggie,(I) (2015),52,"187,112"
Fast Food Fast Women,(2000),36,"186,586"
The Visit,(I) (2000),60,"186,444"
Stonewall,(2015),30,"186,354"
To Dust,(2018),66,"184,495"
Madeline's Madeline,(2018),77,"183,537"
Amigo,(2010),63,"183,490"
The Lucky Ones,(2008),53,"183,088"
The Baxter,(2005),51,"181,872"
Twelve,(2010),22,"181,591"
Marjorie Prime,(2017),82,"180,608"
Cherish,(2002),51,"179,751"
Go for It!,(2011),44,"178,739"
The Bad Batch,(2016),62,"177,680"
Serena,(I) (2014),36,"176,305"
Holly,(2006),51,"176,300"
P.S.,(2004),55,"175,408"
Manito,(2002),71,"175,000"
The Business of Fancydancing,(2002),49,"174,682"
Afternoon Delight,(2013),50,"174,496"
Stateside,(2004),35,"174,318"
My Name Is Bruce,(2007),36,"173,066"
A.C.O.D.,(2013),50,"172,344"
In Search of a Midnight Kiss,(2007),64,"172,177"
Mercy Streets,(2000),28,"171,988"
Copperhead,(2013),34,"171,740"
Series 7: The Contenders,(2001),55,"171,478"
Hollywood Dreams,(2006),52,"171,255"
Escape from Tomorrow,(2013),58,"169,719"
Sleepwalking,(2008),40,"168,972"
Tamara,(2005),34,"167,723"
Bellflower,(2011),72,"167,242"
Complete Unknown,(2016),58,"166,827"
The Fits,(2015),90,"166,425"
On_Line,(2002),36,"165,974"
Mister Lonely,(2007),53,"165,831"
Red Betsy,(2003),57,"164,520"
Horns,(2013),46,"164,480"
Restless,(I) (2011),47,"163,141"
Time Out of Mind,(2014),75,"162,270"
Louder Than Bombs,(2015),70,"161,789"
Outsourced,(2006),70,"161,593"
Swimming,(2000),71,"161,483"
Outlander,(2008),40,"160,641"
Nanking,(2007),76,"160,140"
When Will I Be Loved,(2004),39,"159,429"
A Love Song for Bobby Long,(2004),48,"159,171"
Queen of the Lot,(2010),42,"158,233"
InAPPropriate Comedy,(2013),1,"156,414"
Washington Heights,(2002),65,"156,021"
Hatchet,(2006),57,"155,873"
Eating Out,(I) (2004),28,"155,212"
Experimenter,(2015),81,"155,075"
A Good Old Fashioned Orgy,(2011),44,"154,604"
Lonesome Jim,(2005),54,"154,077"
Music Within,(2007),53,"153,205"
Welcome to the Rileys,(2010),50,"152,857"
The Mostly Unfabulous Social Life of Ethan Green,(2005),38,"152,810"
The Trumpet of the Swan,(2001),27,"152,525"
About Adam,(2000),64,"151,559"
Vampire Hunter D: Bloodlust,(2000),62,"151,086"
The Void,(I) (2016),62,"150,372"
May,(2002),58,"150,277"
The Great New Wonderful,(2005),57,"150,071"
Little Woods,(2018),74,"150,010"
Jinn,(2014),24,"149,337"
Shadow Magic,(2000),66,"149,258"
Gun Hill Road,(2011),55,"148,994"
Trial by Fire,(I) (2018),51,"148,504"
Bartleby,(2001),48,"148,479"
Punks,(2000),55,"147,593"
Girls Will Be Girls,(2003),52,"147,235"
Duck Season,(2004),74,"146,694"
Touched with Fire,(2015),62,"146,070"
Company Man,(2000),18,"146,028"
Dirty Deeds,(2005),28,"145,450"
Mother of George,(2013),77,"145,400"
Bubble,(I) (2005),63,"145,382"
Kicks,(II) (2016),69,"145,368"
Unknown,(2006),44,"144,397"
Dahmer,(2002),63,"144,008"
The Lost Skeleton of Cadavra,(2001),45,"143,121"
Shelter,(II) (2007),66,"142,666"
Cold Weather,(2010),64,"141,358"
John Dies at the End,(2012),53,"141,307"
Krisha,(2015),86,"140,779"
Repo! The Genetic Opera,(2008),32,"140,244"
Baghead,(2008),62,"140,016"
Tigerland,(2000),55,"139,692"
High School,(2010),31,"139,034"
LUV,(2012),52,"138,634"
Brooklyn Lobster,(2005),55,"138,267"
The Last Five Years,(2014),60,"137,945"
The Congress,(2013),63,"137,815"
Listen Up Philip,(2014),76,"137,600"
Haven,(I) (2004),37,"136,823"
Tumbledown,(2015),60,"135,026"
Love Ranch,(2010),37,"134,904"
Manglehorn,(2014),56,"132,075"
Edmond,(2005),61,"131,617"
Robot Stories,(2003),66,"131,029"
Descent,(2007),45,"130,361"
Mississippi Grind,(2015),77,"129,747"
Support the Girls,(2018),85,"129,124"
The Groomsmen,(2006),57,"128,585"
The Loneliest Planet,(2011),76,"128,519"
Hounddog,(2007),31,"128,092"
Cop Car,(2015),66,"128,002"
Knockout,(I) (2000),25,"127,891"
The Wendell Baker Story,(2005),44,"127,144"
Fay Grim,(2006),52,"126,242"
Europa Report,(2013),68,"125,687"
"Lovely, Still",(2008),57,"124,720"
Chop Shop,(2007),83,"123,731"
Flannel Pajamas,(2006),49,"123,301"
Mary Magdalene,(2018),48,"123,161"
The Human Centipede II (Full Sequence),(2011),17,"122,890"
Make Your Move,(2013),40,"122,293"
Centurion,(2010),62,"122,288"
God Bless America,(2011),56,"122,029"
Reservation Road,(2007),46,"121,994"
People I Know,(2002),53,"121,972"
Family,(III) (2018),60,"121,545"
Afflicted,(2013),56,"121,179"
Boulevard,(2014),52,"121,150"
Cremaster 3,(2002),67,"120,308"
Trust,(I) (2010),60,"120,016"
Stolen Summer,(2002),36,"119,841"
The Forgiveness of Blood,(2011),73,"119,683"
Come Early Morning,(2006),64,"119,452"
The Loss of a Teardrop Diamond,(2008),51,"119,382"
Digging for Fire,(2015),69,"119,364"
Z for Zachariah,(2015),68,"118,483"
Kaboom,(2010),64,"116,478"
5 to 7,(2014),52,"116,400"
The Greatest,(2009),45,"115,862"
Just 45 Minutes from Broadway,(2012),31,"115,771"
The Other End of the Line,(2008),40,"115,504"
Loggerheads,(2005),62,"115,314"
Nostalgia,(I) (2018),47,"114,603"
Bodied,(2017),75,"113,956"
Gentlemen Broncos,(2009),28,"113,155"
Love After Love,(2017),84,"113,074"
I Am a Sex Addict,(2005),62,"112,874"
Green Card Fever,(2003),31,"112,746"
Lisa Picard Is Famous,(2000),57,"112,521"
Bamako,(2006),81,"112,351"
Games People Play: New York,(2004),32,"111,336"
Medicine for Melancholy,(2008),63,"110,869"
The Trip,(2002),47,"110,677"
Dinner Rush,(2000),79,"110,000"
Pathology,(2008),55,"108,662"
After.Life,(2009),36,"108,229"
The Perfect Family,(2011),40,"107,721"
Face,(2002),50,"106,939"
Hello I Must Be Going,(2012),62,"106,709"
Road Hard,(2015),50,"105,943"
Tortilla Heaven,(2007),22,"104,999"
Alien Trespass,(2009),48,"104,526"
Adult Beginners,(2014),57,"104,415"
God's Pocket,(2014),51,"104,401"
Maryam,(2002),65,"104,209"
Results,(2015),73,"103,887"
XX/XY,(2002),52,"103,874"
Game 6,(2005),56,"103,626"
Mutual Appreciation,(2005),84,"103,574"
30 Years to Life,(2001),56,"103,540"
The King Is Alive,(2000),52,"103,505"
The Romantics,(2010),43,"103,280"
Boricua's Bond,(2000),21,"103,163"
Puerto Ricans in Paris,(2015),47,"102,890"
Saint John of Las Vegas,(2009),32,"102,645"
The Weight of Water,(2000),45,"102,622"
Gigantic,(2008),38,"102,079"
Thérèse: The Story of Saint Thérèse of Lisieux,(2004),27,"101,944"
Henry's Crime,(2010),49,"101,882"
Survival of the Dead,(2009),43,"101,740"
Winter Passing,(2005),56,"101,228"
Computer Chess,(2013),74,"101,218"
Riding the Bullet,(2004),37,"101,107"
The Magic of Belle Isle,(2012),46,"100,910"
The House of the Devil,(2009),73,"100,659"
A Boy. A Girl. A Dream.,(2018),65,"100,552"
The Good Guy,(2009),47,"100,503"
Big Bad Love,(2001),49,"100,420"
All About Nina,(2018),70,"100,335"
Wendigo,(2001),63,"100,319"
Walking Out,(I) (2017),79,"100,240"
Man of Tai Chi,(2013),52,"100,144"
Last Weekend,(2014),40,"100,000"
V/H/S,(2012),55,"99,770"
360,(2011),43,"99,603"
Last Night,(I) (2010),50,"98,986"
Self Medicated,(2005),51,"98,830"
Rubber,(2010),59,"98,017"
Gimme the Loot,(2012),81,"97,768"
Mary Shelley,(2017),49,"97,321"
World Traveler,(2001),39,"97,000"
D.E.B.S.,(2004),42,"96,793"
12 and Holding,(2005),65,"95,687"
The Pool,(I) (2007),77,"94,901"
James White,(2015),83,"94,464"
Flavors,(2003),46,"93,370"
I Spit on Your Grave,(2010),27,"93,051"
Other People,(I) (2016),67,"93,000"
Man from Reno,(2014),69,"92,918"
Motherhood,(I) (2009),34,"92,900"
Mean Machine,(2001),45,"92,770"
The Salon,(2005),26,"92,362"
Dedication,(2007),50,"91,169"
Mapplethorpe,(2018),42,"91,002"
One Chance,(2013),52,"89,722"
